iteration,pos_error_m,ori_error_rad,eff_particles,est_x,est_y,est_theta,gt_x,gt_y,gt_theta
1,4.532639734825785,3.0073088303492295,2.850998104267825,0.6831794421509132,3.770131177540553,3.0072548294555306,-2.904444371650005,0.9999726376064012,-5.400089369896028e-05
2,4.940774711933511,3.043083278053978,736.4026477869821,0.965317653378063,4.071826979833355,3.043028232024375,-2.9044320499730927,0.9999721675911967,-5.504602960303394e-05
3,5.262086900195202,3.0674467831687804,776.8419211875542,1.3783700917496087,4.086955722520412,3.0673909184182717,-2.883095250415116,0.9999714849942728,-5.586475050856116e-05
4,4.808847694549095,3.089343859122316,693.5102740579645,1.0608405791903062,4.104934568826732,3.089283009725867,-2.611242438389714,0.9999671839142006,-6.0849396449337354e-05
5,4.187640332917982,3.1010324829514544,64.92445785177505,0.23361568985916192,4.12675247547514,3.100970927299046,-2.5519790563513887,0.9999660312539161,-6.155565240830764e-05
6,3.2264354056735987,3.04748059211327,395.80068436739367,-2.4807620095008924,4.225053654879202,3.0474138579024235,-2.3876148336045335,0.9999631087694201,-6.673421084674363e-05
7,3.2465491129112154,3.0560855459020737,900.8365560091709,-2.5834735110564107,4.231556626225611,3.0560167871069757,-2.2722388136925824,0.9999604098487188,-6.875879509799106e-05
8,3.2846225414735195,3.060432031055579,890.6403272694956,-2.7182855371850616,4.242213345348927,3.060361746971896,-2.192426108480611,0.9999584045402012,-7.028408368308248e-05
9,3.292767276179023,3.064645719286432,928.2724037930371,-2.75731241504322,4.2439072256154455,3.064574458728921,-2.1924146053735636,0.999957965884978,-7.126055751073124e-05
10,3.3004624855971896,3.066410805304892,930.4234412774936,-2.790002256960225,4.2458666778065925,3.0663384727404095,-2.192401958010946,0.9999574829075558,-7.233256448252859e-05
11,3.3071587478413758,3.065321062502639,928.8809124547487,-2.8150731711397587,4.247965867304976,3.0652475272755626,-2.192387850652716,0.9999569425829882,-7.353522707635817e-05
12,3.3344737326300127,3.069697327417032,932.8056340608537,-2.8579852546614624,4.250407576729358,3.0696223105480245,-2.1141623334371307,0.9999549104902643,-7.50168690074672e-05
13,3.429184204119337,3.0737129510690058,936.9769423187279,-3.015254658105243,4.259673586545752,3.073635681117927,-1.9505884076083055,0.9999511933296725,-7.726995107895203e-05
14,3.5939706519423784,3.0860921909554087,882.2245679259512,-3.2460853803979495,4.2698329802135255,3.0860126589332695,-1.7546201650206912,0.9999466582838485,-7.953202213925164e-05
15,3.7095903684631923,3.096005635016082,883.979720040437,-3.3774939811002516,4.272871786766449,3.09592412592103,-1.6313546661643394,0.9999437101613387,-8.150909505177742e-05
16,3.788728421229922,3.0960981924455826,932.2226481275411,-3.4629192808796256,4.276255632376825,3.0960152963604584,-1.5602289483775076,0.9999417663929265,-8.28960851241617e-05
17,3.802910153700336,3.0973964533410516,931.9719658539233,-3.4867564364143737,4.278746247374863,3.0973123448799007,-1.5602146552481575,0.9999412207625731,-8.410846115096408e-05
18,3.4262158312401865,3.1124568939617325,591.7554986540681,-3.5054427235421572,3.8994328554906152,3.1124100276521554,-1.5602194213069527,1.078961046256911,-4.6866309577364627e-05
19,3.2907321879331293,3.057259026080609,54.45464660666496,-3.541761109203128,3.785232138222953,3.05725501079701,-1.5602278228274373,1.1579818327354237,-4.015283598902113e-06
20,3.259877137050871,3.1174200773265546,237.5761736673561,-3.499296283397897,3.8527274506376337,3.1174548649436034,-1.5602355860826072,1.2322613545405816,3.47876170489824e-05
21,2.639831115012103,3.1287980166034433,76.23562363107943,-3.453763903002653,3.365612896139927,-3.12862317996013,-1.5602669153101207,1.5262169427396406,0.0001748366433131799
22,2.6546647012511526,3.0328826692414452,37.141360705168935,-3.5590383065433184,3.4700397704007493,3.0331403132829506,-1.5602857481154784,1.7229756942298051,0.0002576440415054382
23,2.355261441922214,3.113201915910526,97.08640780443572,-3.553364784356876,3.1415217249671734,-3.1128979126665905,-1.5603030477011182,1.8865470743529706,0.00030400324393580185
24,2.366677465220509,3.0552479941471686,73.71779282241089,-3.5144339135518026,3.283752366332487,-2.9619803595934955,-1.5603926022513326,1.9485052812902792,0.09326763455367304
25,2.4388007441554542,2.930597140820739,52.462038067197284,-3.4235805671051467,3.52154512491149,-3.108611080021293,-1.5605891385656265,1.9476925247988002,0.24397708633755472
26,2.248306008944269,2.984866831611791,33.730801367319756,-3.434228036264916,3.190285526254101,-3.01901066615784,-1.5606331491566527,1.9474974876663942,0.27930780940995587
27,2.3803255540046067,2.815061270880101,62.78666496317161,-3.373251352496006,3.4895734859406993,-3.002726941280939,-1.5608581373927073,1.946466044154851,0.46539709501854654
28,0.7360558653877111,0.9023088458781368,1.3635635060482332,-2.291523050812203,2.0368674941243943,-0.3484903878707711,-1.5610697967396223,1.9462237928185122,0.5538184580073657
