iteration,pos_error_m,ori_error_rad,eff_particles,est_x,est_y,est_theta,gt_x,gt_y,gt_theta
85,8.620662127378242,1.499517144457307,866.2943719930125,-5.26993365172533,4.542062591638928,0.17251265897757867,2.9617043447651836,1.9816033732276592,1.6720298034348857
86,8.504966868593996,1.5082808441164473,773.8876260081284,-5.173699836934555,4.545618852866189,0.16379950055736295,2.9559105128113785,2.0468397515478327,1.6720803446738102
87,8.318011270512127,1.5148708218050413,872.7370080996387,-5.03862357494592,4.568141888158465,0.1573452311455583,2.9406352600443997,2.2185163987249457,1.6722160529505996
88,8.113907033122581,1.5157671986307903,371.1317902793934,-4.886335534685692,4.579545150562892,0.1565850866308843,2.925650366737753,2.3867470253089023,1.6723522852616746
89,7.826154236911815,1.5264803692643407,685.5695474086117,-4.633461733864357,4.595194438431246,0.14598149099093802,2.913476238166255,2.5233794403546255,1.6724618602552788
90,7.6969399930394236,1.4938308176088442,615.7105360975958,-4.485859873061135,4.734271528207222,0.08564500918550032,2.9070371006288225,2.5923192428246575,1.5794758267943445
91,7.718388553805865,1.4793918357983147,87.99396172508614,-4.443896468551742,4.947853417370652,-0.0608686649256271,2.9062623383076804,2.5922882237348945,1.4185231708726875
92,7.85901010124861,1.3205650473307604,27.07443690314269,-4.620199466049254,4.856217856611108,-0.01922382928561304,2.9056223377653154,2.592140572427348,1.3013412180451474
93,7.821154388318675,1.5117569380566396,30.653314816143485,-4.590764372851234,4.811166156398034,-0.3034835255909276,2.923472853528337,2.641674309995309,1.208273412465712
94,7.553264174056005,1.5323771834826645,526.5217670284949,-4.330354255519939,4.67827530352866,-0.324277770174548,2.9935891371145558,2.8312092883133246,1.2080994133081164
95,7.254383751894211,1.5242052940398212,684.3083786935446,-4.011042824862088,4.540878020180891,-0.3163854498992697,3.105522249646357,3.133545380030265,1.2078198441405514
96,7.1182140203453255,1.5532885405571895,807.0663715944102,-3.8584762630941674,4.503732480577737,-0.34557224765558575,3.1482665042950426,3.248931049641447,1.2077162929016036
97,7.03140154950796,1.5384009004179382,834.7837610344085,-3.7467888270034853,4.437482620872537,-0.33083511740326277,3.2099084782854765,3.4152447067800136,1.2075657830146755
98,6.931605507250046,1.5368307744970493,857.8251723849686,-3.632485444895369,4.38540585924989,-0.3293428275420133,3.242877103821667,3.504188104186838,1.207487946955036
99,6.9155676611210835,1.4619209654202472,450.5791672104718,-3.601371440946201,4.399940600120747,-0.25448338013976257,3.2627152397059644,3.5576876001039723,1.2074375852804846
100,6.901632308431185,1.397417778871946,553.7008684739509,-3.5765447168215156,4.4304691822355,-0.19000494799408307,3.273235929141189,3.586055999619358,1.2074128308778629
101,6.804469524645118,1.3758205648471886,738.9416993049082,-3.454505567272215,4.418108000923514,-0.16850160486060403,3.3105297117353305,3.686600526178755,1.2073189599865846
102,6.76227374497643,1.377533987538181,795.7183364773466,-3.378199227875206,4.406787870409184,-0.17032799999196344,3.3581174714719064,3.8148558404473083,1.2072059875462176
103,6.682870137038567,1.4145362798282837,587.8818101931171,-3.2831062602143617,4.365740918525471,-0.2073872790896865,3.382037059008495,3.8793071586559567,1.2071490007385972
104,6.749727140864989,1.3332005349302276,302.2145747142653,-3.333217694224786,4.563613222614264,-0.18003298340272592,3.3817266778295547,3.8792605676583536,1.1531675515275017
105,7.546454888234146,0.32756730408417667,6.807300764452949,-4.164623647005665,3.9714010792656245,1.3486180473166594,3.3812652204390465,3.8789749989257114,1.0210507432324827
106,7.25701596211355,0.5805212426704016,31.343965592315786,-3.869807899390355,3.5887447531486805,1.415519719941143,3.3814342909924187,3.878170686305477,0.8349984772707413
107,7.527249129305856,0.5629042530803678,27.08981952096614,-4.143224921506113,3.685000867479455,1.2937267871485463,3.38155787089741,3.877675156847839,0.7308225340681784
108,7.503316663351419,0.11375089788194782,54.690359549551026,-4.120762086118019,3.7618814708497417,0.7599215582412562,3.381667216279859,3.8772743347918133,0.6461706603593084
109,7.429048826108253,0.21515725893031357,147.70548189179553,-4.028382361506653,3.348600533648245,0.7682999971341848,3.381851912368506,3.876989090475813,0.5531427382038713
110,7.461068501426091,0.08409178289667853,119.31932010547584,-4.012535729138329,4.121399859768209,0.6372753122762047,3.4457050951095898,3.9160051410086703,0.5531835293795262
111,7.515767681002793,0.09858923670738085,766.2632640873829,-3.901627043112376,4.25634638085579,0.6518818766205057,3.6103162287397987,4.016612955399651,0.5532926399131248
112,7.463668715994337,0.05735668716594389,736.5194617452715,-3.7826299907867424,4.375770188447605,0.6106917095217235,3.674170386657121,4.055647035480511,0.5533350223557796
113,7.332970192427607,0.0023478785812829917,389.8374201229217,-3.651485877458856,4.372813624013576,0.42072721318121953,3.6746248099833503,4.055711056416193,0.4230750917625025
114,7.301587338787934,0.06259609996848386,506.6156608893517,-3.6176556450180213,4.403806486439895,0.26616123514003814,3.6756558237894184,4.056264424366645,0.20356513517155428
115,7.230704433509396,0.07036902181396727,270.80341753815054,-3.5231264638609563,4.727314405112555,-0.16730811993400205,3.676467164907322,4.057285909172539,-0.09693909812003478
116,7.295214008214155,0.05373446172416133,55.319098336548755,-3.609399763198055,4.426307009524044,-0.15067426392867175,3.6764749320832357,4.0572848553058805,-0.09693980220451043
117,7.395052858878522,0.038312842674675426,594.914740719556,-3.6427844283870208,4.3752416955433375,-0.13530681189569482,3.7451779276956647,4.051484053606381,-0.0969939692210194
118,7.40465609575373,0.034222639816774036,769.6785939681112,-3.539268131418573,4.327064733249618,-0.1313085996322857,3.859890994514876,4.041799724006237,-0.09708595981551166
119,7.383959256271601,0.037946191322247025,870.1059882511428,-3.2903870271944182,4.292436480047328,-0.13522065153940693,4.088634389200499,4.022441601088101,-0.09727446021715991
120,7.368729502466827,0.04498571297131532,930.4630221677038,-3.2752946036840958,4.288022419687994,-0.14226133082269365,4.088647301103393,4.02243984601299,-0.09727561785137834
121,7.359056696931419,0.05550675271209518,923.3618644865995,-3.2659999569168363,4.276832213930955,-0.152783365645503,4.088658378198353,4.022438341418588,-0.09727661293340781
122,7.28076368246333,0.10379432429520079,524.5046905966678,-3.1917700472053516,4.039941041189079,-0.0149744507066046,4.088970818969027,4.0217136032079805,0.0888198735885962
123,7.296679525054262,0.0650852824503575,141.36647953012292,-3.2059492554740663,4.181604387893811,0.023733990859269485,4.088978238883564,4.0217139772644845,0.08881927330962698
124,7.332134662435875,0.09024321211685288,693.048666386054,-2.8552960101174385,4.200176780079221,-0.0011140631480622352,4.475324436694469,4.051171502062523,0.08912914896879064
125,7.319520521703437,0.10376641352469619,785.1193719618748,-2.6794576641033396,4.191922457394419,-0.014505215961901246,4.638939371440618,4.063682456695918,0.08926119756279494
126,7.313585512489967,0.10069576843944601,888.1817075327513,-2.6734629350825863,4.194674446987985,-0.011435376991452332,4.638949408417144,4.063682969647238,0.08926039144799369
127,7.565642744502913,0.07518360810871537,748.3237997239559,-2.98300888519492,4.2059766841977675,0.014049782786146478,4.5812112176517905,4.0592648130377595,0.08923339089486185
128,8.524603722287958,2.7188526071995844,1.1698987660459044,-4.0525468164077605,2.3408802969519353,2.807938729812672,4.301435904186428,4.03788982139764,0.08908612261308767
129,8.544349135905712,1.5060405879696368,14.392043690221744,-4.2237543785899465,1.8126816463872082,1.5949845583392024,4.031280770480511,4.0172897394196125,0.08894397036956549
130,7.656905698883452,2.1062928273525565,14.449376814917246,-3.2375227829600055,0.9359409860753297,2.1951048176497916,3.7803702200750386,3.998192229775893,0.08881199029723505
131,7.071194441400428,2.2070217876439475,9.944024470326763,-2.9389333685113894,1.2713541701339055,2.295734369073054,3.5913260490487624,3.9838258782737825,0.08871258142910653
132,5.7018544479577375,2.674699374625501,10.060769710620766,-1.478881773417365,0.7207640426070198,2.7632150173089944,3.216669867265665,3.9554106902911754,0.08851564268349357
133,7.288077777390399,2.944589678200229,4.0626102884065505,-2.8954256693263534,-0.36159473665216646,3.0329859049097574,2.989124108324623,3.938190328166727,0.08839622670952837
134,5.4830955298196855,2.4626645605283146,33.59320431745455,-1.6942947163049522,1.0868985468890906,2.5510602874459973,2.989130311816979,3.9381906390974124,0.08839572691768262
135,3.242295860957441,1.7860479581042101,2.8018555256578,1.9922633961411877,0.7781879771537319,1.8743470431509963,2.782901256870353,3.9226075139145893,0.08829908504678612
136,3.454124020526014,1.5202911039298526,39.12310542031487,2.827657422970976,0.46516679826501395,1.608556944897371,2.7141735129335225,3.9174260804362424,0.0882658409675186
137,3.5091608318355303,1.4699482373040251,557.4410416960412,3.1193393281045783,0.4317331637519321,1.5582132524939958,2.7141836836191193,3.917426587940325,0.08826501518997056
138,3.3712861460202754,1.465179504266035,594.6905606802353,2.9405728121195294,0.5540695099078503,1.460410085159109,2.714419360165073,3.9177616620700135,-0.004769419106925838
139,3.382998533670205,1.4679139777191414,130.12367507812593,2.820636512017556,0.5368605651595024,1.371052765675932,2.714437130354182,3.918191777884614,-0.09686121204320951
140,3.6219817401614773,1.6341132498199733,109.41526699584362,2.3166039328518533,0.31911238320115193,1.3511765474947464,2.7142034414853016,3.9192049315667634,-0.28293670232522683
141,3.5754132253198083,1.4502467465601327,54.36185531927036,2.3257646777588823,0.36546125675387153,1.0742868874937392,2.714092741859,3.919723634016424,-0.3759598590663934
142,4.056904611738787,1.3814272252575488,41.10394884838424,1.6376558835974797,0.008827607777345363,0.8193557883019765,2.7137145578985145,3.9204222644626383,-0.5620714369555723
143,3.6118288925165296,1.5282153936990164,24.115545274704154,2.7505900875622893,0.30878202889744816,0.9661477323258459,2.7137146666362537,3.9204226743865185,-0.5620676613731704
144,3.4070532416104498,1.5068891780155855,649.699487568743,3.2991779609155416,0.47312986488394126,0.9447624827550167,2.830236200650387,3.8477565726321763,-0.5621266952605688
145,3.3995335545564154,1.5096436923928365,935.3495989088942,3.3611764471659784,0.48993243731514535,0.9475158597774823,2.830245418601152,3.847750275057698,-0.5621278326153543
146,3.3880962293400687,1.5127978770211894,968.9848597687703,3.379416597891725,0.5044494016851361,0.9506688716417024,2.8302548836409853,3.8477438055433395,-0.562129005379487
147,3.2900273125977715,1.5173789506564548,957.8816232258869,3.4244921380731492,0.5657929618160538,0.9552122275589892,2.88792739350058,3.811771703662816,-0.5621667230974655
148,3.2758466635760755,1.5177503502367335,967.5658635339248,3.4375140178450923,0.5823468605610576,0.9555823054300796,2.887938081503724,3.8117644014586434,-0.5621680448066539
149,3.270061810782539,1.5174945866932301,956.7413889534874,3.4428861379357576,0.5891295923882759,0.9553256903336149,2.8879450106670213,3.8117596660399324,-0.5621688963596151
150,3.712762283130462,1.4836945409313924,574.2361959614054,3.1633532727839095,0.150353489406234,0.9215529583509848,2.829697029395551,3.848092972155673,-0.5621415825804075
151,3.699097102112606,0.8804290576668916,15.442859119316843,3.094137781531451,0.23075299421637438,0.31833374517747287,2.7277685786392407,3.911662253900727,-0.5620953124894188
152,3.8297370777231596,1.594961276857667,18.409967777950353,2.796559611685135,0.12956120526572154,1.032900523031398,2.655545461265055,3.9567012724528148,-0.5620607538262693
153,4.051731364857545,1.6156445874437417,25.294156546190713,2.7260727871649215,-0.0324309634115557,1.0536286118341776,2.5605864551295987,4.015919481754954,-0.5620159756095643
154,3.965361115777701,1.3859057883794936,15.633606407391952,2.4956162287888235,0.10725353198115567,0.8278486867027783,2.489924608169677,4.072610563066314,-0.5580571016767153
155,4.119891386295286,1.4482504608313753,50.72020726770483,2.835371021790783,-0.030562832513644254,0.8908657353575543,2.4906424041003157,4.074880775065848,-0.557384725473821
156,4.252626716819501,1.5078449434097694,23.627240591892022,2.5828277155478316,-0.17692420057839323,0.7485838838572538,2.4897375295704705,4.07468352002351,-0.7592610595525154
157,4.311120537807785,1.6801527636192222,29.315112038021685,2.962722113905323,-0.2104996163704222,0.7990397602912879,2.4891564712007437,4.074531990695958,-0.8811130033279343
158,4.059240616892475,1.2996810797091343,79.23806145554728,2.772299785951109,0.025128912293912797,0.3702052245738284,2.4889303202373574,4.074466652188018,-0.929475855135306
159,4.104356538563935,1.4657589799570663,70.26867278104169,2.89403668456535,-0.010304897291647297,0.35017186068391015,2.488662779949409,4.073983852675592,-1.1155871192731561
160,4.04719495757531,1.5051545016314232,576.1349743643424,2.772695794024383,0.03676857747845302,0.3895755958092605,2.488663511760141,4.073984534948995,-1.1155789058221628
161,3.3058068541081225,1.5289665420804768,711.9558749141981,3.336673099383356,0.26243303769702936,0.4138699813308065,2.7569821233885,3.5170170862381593,-1.1150965607496703
162,3.2232990835640094,1.530703022875539,654.6380144884838,3.526248736058379,0.31711621252357874,0.41565744560511436,2.787104715300599,3.4545232786663522,-1.1150455772704246
163,3.240572126622827,1.5418641350405566,731.8361857349884,3.6338069078176423,0.32651060878943866,0.4268176676562727,2.787108521539146,3.4545146929488864,-1.115046467384284
164,3.229131514568731,1.5729329337202589,652.5982349427627,3.687124707236625,0.3523443352556362,0.27186884804318995,2.7875701745994768,3.4536492188800936,-1.301064085677069
165,3.214258764663468,1.5997930193962648,622.0942774277281,3.7381626926823657,0.3826514758326791,0.20573381561245338,2.7877975795636645,3.453199563386887,-1.3940592037838115
166,3.2304565933468607,1.571956753979345,667.1907001914136,3.7740742815030295,0.3769831701849724,0.17790256482737823,2.7877980816051897,3.4531998496490965,-1.3940541891519669
167,2.9813538824530244,1.556115630930191,806.238740177183,3.987432696167202,0.4057515483046006,0.162325331118773,2.8373469128820785,3.1563466954506074,-1.3937902998114178
168,2.8488104302361417,1.5352525551736205,802.0239250201777,4.254529250124152,0.4316155000007945,0.14167137299118965,2.876065476067758,2.924717682230081,-1.3935811821824309
169,2.710486845830141,1.5489547609377472,847.861054659065,4.522202172614941,0.4717419304668584,0.15561400794734903,2.9206355034253786,2.6584570800826643,-1.393340752990398
170,2.701292367394226,1.5524027542964918,905.2708740763858,4.659577842574344,0.490656771615094,0.15914133345153858,2.9354319816881898,2.5701522644044976,-1.3932614208449532
171,2.6271107059006913,1.554332783846181,779.0260449905493,4.390518577774142,0.45379141282363766,0.1610339578955325,2.924744196615443,2.6339785893286423,-1.3932988259506485
